City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
468,Dubbo,-32.25,148.6167,69.93,68,75,17.27,AU,thunderstorm
469,Newport,51.5877,-2.9984,47.12,69,56,4.0,GB,broken clouds
470,Srednekolymsk,67.45,153.6833,-39.1,99,81,5.95,RU,broken clouds
471,Paslek,54.0616,19.6593,41.56,92,100,5.59,PL,light rain
472,Coruripe,-10.1256,-36.1756,88.34,52,53,18.61,BR,broken clouds
473,Basco,20.4487,121.9702,74.71,80,61,21.63,PH,broken clouds
474,Labuan,5.2767,115.2417,79.16,94,40,3.44,MY,scattered clouds
475,Vyartsilya,62.1764,30.693,26.85,94,100,7.56,RU,overcast clouds
476,Vanderhoof,54.0166,-124.0198,39.29,68,98,14.65,CA,overcast clouds
477,Hovd,48.0056,91.6419,-6.81,97,98,2.66,MN,overcast clouds
478,Dharchula,29.85,80.5333,44.89,65,58,5.75,IN,broken clouds
479,Masterton,-40.9597,175.6575,70.97,82,100,3.33,NZ,overcast clouds
480,Prince Rupert,54.3161,-130.3201,42.49,81,100,13.8,CA,overcast clouds
481,Olafsvik,64.8945,-23.7142,35.08,57,97,28.66,IS,light snow
482,Piacabucu,-10.4056,-36.4344,88.47,54,36,15.97,BR,scattered clouds
483,Kruisfontein,-34.0033,24.7314,67.33,74,64,14.03,ZA,broken clouds
484,Itanhandu,-22.2958,-44.9347,76.3,77,100,1.16,BR,overcast clouds
485,Impfondo,1.6381,18.0667,99.48,13,52,0.85,CG,broken clouds
486,Swellendam,-34.0226,20.4417,71.98,54,0,12.5,ZA,clear sky
487,Krasnoselkup,65.7,82.4667,-10.41,85,3,10.0,RU,clear sky
488,Ibra,22.6906,58.5334,69.93,31,0,9.98,OM,clear sky
489,Viedma,-40.8135,-62.9967,67.15,52,86,23.09,AR,overcast clouds
490,Grindavik,63.8424,-22.4338,31.95,74,40,23.02,IS,scattered clouds
491,Kautokeino,69.0125,23.0412,7.92,96,100,3.04,NO,overcast clouds
492,Gat,31.61,34.7642,54.28,100,66,8.81,IL,broken clouds
493,Gubkinskiy,64.434,76.5026,-4.5,83,10,14.38,RU,clear sky
494,Ulladulla,-35.35,150.4667,67.77,92,100,11.01,AU,light rain
495,Ahuimanu,21.4447,-157.8378,73.11,88,40,1.99,US,light rain
496,Baijiantan,45.6333,85.1833,7.81,93,88,4.21,CN,overcast clouds
497,Qaqortoq,60.7167,-46.0333,17.2,65,31,5.48,GL,scattered clouds
498,Nalut,30.3333,10.85,58.91,32,3,10.71,LY,clear sky
499,Pervomayskoye,43.919,46.7102,39.06,56,74,7.09,RU,broken clouds
500,Dunedin,-45.8742,170.5036,59.13,95,98,4.79,NZ,overcast clouds
501,Bardiyah,31.7561,25.0865,55.65,58,7,14.32,LY,clear sky
502,Naushki,50.3828,106.1056,-11.58,95,100,0.27,RU,overcast clouds
503,Rutland,43.6167,-73.0162,41.97,95,100,3.44,US,overcast clouds
504,Abha,18.2164,42.5053,62.85,63,20,9.22,SA,few clouds
505,Huainan,32.6264,116.9969,39.94,78,99,5.97,CN,overcast clouds
506,Rapid Valley,44.0625,-103.1463,53.56,63,100,5.99,US,overcast clouds
507,Vung Tau,10.346,107.0843,79.66,78,98,21.81,VN,overcast clouds
508,Khandyga,62.6667,135.6,-38.29,100,97,0.58,RU,overcast clouds
509,Nouadhibou,20.931,-17.0347,84.18,28,70,10.36,MR,dust
510,Poum,-20.2333,164.0167,80.82,86,100,28.52,NC,overcast clouds
511,Christchurch,-43.5333,172.6333,63.03,94,100,11.5,NZ,mist
512,Huilong,31.8111,121.655,45.03,76,74,4.9,CN,broken clouds
513,Vuktyl,63.8567,57.3094,25.63,90,100,16.8,RU,light snow
514,Isabela,6.7085,121.9711,78.85,83,100,4.81,PH,light rain
515,Matara,5.9485,80.5353,75.79,88,100,2.19,LK,light rain
516,Mehamn,71.0357,27.8492,22.91,90,81,6.98,NO,broken clouds
517,Paita,-5.0892,-81.1144,79.36,58,81,8.48,PE,broken clouds
518,Barranca,-10.75,-77.7667,73.29,70,99,7.65,PE,overcast clouds
519,Tiznit,29.5833,-9.5,71.65,22,24,13.62,MA,few clouds
520,La Macarena,2.1837,-73.7849,90.28,44,91,4.21,CO,overcast clouds
521,Medicine Hat,50.0501,-110.6683,52.23,48,100,27.63,CA,overcast clouds
522,Malangwa,26.8568,85.5581,60.13,68,0,6.78,NP,clear sky
523,Walvis Bay,-22.9575,14.5053,79.75,61,17,10.36,NA,few clouds
524,Morondava,-20.2833,44.2833,82.11,78,61,14.97,MG,light rain
525,Orbetello,42.4408,11.2196,60.24,62,0,3.13,IT,clear sky
526,Bengkulu,-3.8004,102.2655,77.13,75,100,4.41,ID,overcast clouds
527,Canavieiras,-15.675,-38.9472,87.76,57,13,8.3,BR,few clouds
528,Ancud,-41.8697,-73.8203,58.53,44,4,8.41,CL,clear sky
529,Kathu,7.9178,98.3332,86.7,74,85,13.11,TH,overcast clouds
530,Fort Nelson,58.8053,-122.7002,36.23,55,100,13.62,CA,overcast clouds
531,Namatanai,-3.6667,152.4333,79.39,83,91,4.16,PG,light rain
532,Yulara,-25.2406,130.9889,80.44,34,0,8.05,AU,clear sky
533,Imuris,30.7833,-110.8667,59.63,21,2,6.55,MX,clear sky
534,Yong Peng,2.0136,103.0659,70.84,98,100,2.93,MY,light rain
535,Forio,40.7342,13.8646,58.24,74,0,7.47,IT,clear sky
536,Chicama,-7.8447,-79.1469,70.34,58,100,7.52,PE,overcast clouds
537,Jiangyou,31.7667,104.7167,41.27,72,82,2.84,CN,broken clouds
538,Cayenne,4.9333,-52.3333,81.09,82,100,3.44,GF,overcast clouds
539,Yerbogachen,61.2767,108.0108,-15.34,99,94,3.18,RU,overcast clouds
540,Mount Vernon,40.9126,-73.8371,51.62,65,36,10.0,US,scattered clouds
541,Zeya,53.75,127.2667,-5.71,93,34,3.89,RU,scattered clouds
542,Mercedes,-34.6515,-59.4307,86.52,24,0,11.27,AR,clear sky
543,Tuyen Quang,21.8233,105.2181,59.83,91,100,0.74,VN,overcast clouds
544,Zatoka,46.0725,30.4654,48.74,69,97,10.56,UA,overcast clouds
545,Natal,-5.795,-35.2094,90.25,62,20,14.97,BR,few clouds
546,Byron Bay,-28.65,153.6167,69.87,81,0,7.05,AU,clear sky
547,Ugoofaaru,5.6667,73.0,81.5,74,85,13.49,MV,overcast clouds
548,Mount Pleasant,32.7941,-79.8626,62.31,47,0,1.01,US,clear sky
549,Macenta,8.5435,-9.471,96.93,9,4,6.58,GN,clear sky
550,Methoni,36.8197,21.7049,57.06,64,0,6.82,GR,clear sky
551,Ballina,-28.8667,153.5667,66.16,94,0,5.75,AU,clear sky
552,Inirida,3.8653,-67.9239,88.57,56,97,1.68,CO,overcast clouds
553,Baghdad,33.3406,44.4009,64.31,42,0,3.44,IQ,clear sky
554,Blyth,55.1271,-1.5086,45.36,69,20,33.38,GB,few clouds
555,Kamaishi,39.2667,141.8833,32.99,85,100,8.01,JP,light snow
556,Caraballeda,10.6112,-66.8522,86.36,54,75,3.44,VE,broken clouds
557,Tondi,9.7333,79.0167,80.01,73,44,17.96,IN,scattered clouds
558,Verkhnyaya Inta,65.9811,60.3094,13.53,76,100,12.77,RU,overcast clouds
559,Uige,-7.6087,15.0613,86.02,51,40,9.22,AO,scattered clouds
560,Nkoteng,4.5167,12.0333,96.33,10,3,1.36,CM,clear sky
561,Ribnica,45.7386,14.7275,49.59,77,7,6.49,SI,clear sky
562,Ziarat,30.3823,67.7282,36.68,28,0,6.31,PK,clear sky
563,At-Bashi,41.1702,75.8106,7.88,93,100,1.12,KG,overcast clouds
564,Muzhi,65.3667,64.6667,14.97,92,100,15.79,RU,overcast clouds
565,Warmbad,-28.45,18.7333,95.36,17,0,14.25,NA,clear sky
566,Metro,-5.1131,105.3067,73.4,86,100,5.86,ID,overcast clouds
567,Corinto,37.9407,22.9573,57.69,61,0,3.53,GR,clear sky
568,Acajutla,13.5928,-89.8275,83.8,42,1,0.92,SV,clear sky
569,Lodja,-3.4833,23.4333,81.54,64,56,2.89,CD,broken clouds
570,Port Keats,-14.25,129.55,80.44,85,94,4.59,AU,overcast clouds
571,Gigmoto,13.7796,124.39,77.16,85,100,14.09,PH,light rain
572,Avrig,45.7167,24.3833,50.65,78,0,2.15,RO,clear sky
573,Povenets,62.8487,34.8262,20.62,98,83,6.87,RU,broken clouds
574,Marawi,7.9986,124.2928,66.65,97,100,1.5,PH,overcast clouds
575,Otjimbingwe,-22.35,16.1333,78.39,63,87,9.42,NA,light rain
576,Noumea,-22.2763,166.4572,81.0,99,100,32.35,NC,moderate rain
577,Chiang Klang,19.2938,100.8617,67.77,41,44,1.99,TH,scattered clouds
578,Camabatela,-8.1881,15.375,71.46,68,75,3.51,AO,broken clouds
579,Mandera,3.9366,41.867,90.5,23,80,10.02,KE,broken clouds
580,Shenjiamen,29.9576,122.298,44.67,70,90,8.23,CN,overcast clouds
581,Yarmouth,41.7057,-70.2286,50.97,83,17,5.01,US,few clouds
582,Pamekasan,-7.1568,113.4746,75.97,94,100,11.27,ID,overcast clouds
583,Hobyo,5.3505,48.5268,76.84,66,91,20.51,SO,overcast clouds
584,Vallenar,-28.5708,-70.7581,75.16,49,32,7.25,CL,scattered clouds
585,Ternate,0.8,127.4,80.01,82,94,5.46,ID,overcast clouds
586,Zhanakorgan,43.9098,67.2495,37.2,66,99,9.73,KZ,overcast clouds
587,Maketu,-37.7667,176.45,72.48,100,97,2.42,NZ,overcast clouds
588,Laguna,38.421,-121.4238,61.25,90,0,0.0,US,clear sky
589,Poyarkovo,49.6,128.6833,-2.74,99,100,3.27,RU,overcast clouds
590,Lujan,-34.5703,-59.105,88.03,53,0,5.01,AR,clear sky
591,Yar-Sale,66.8333,70.8333,8.6,90,69,19.93,RU,broken clouds
592,Changping,40.2186,116.2197,24.44,37,5,5.35,CN,clear sky
593,Taksimo,56.3444,114.8794,-14.84,95,100,2.08,RU,overcast clouds
594,Caravelas,-17.7125,-39.2481,86.9,55,30,11.14,BR,scattered clouds
595,General Pico,-35.6566,-63.7568,90.3,28,27,13.56,AR,scattered clouds
596,Zhigalovo,54.8097,105.1578,-27.9,100,79,0.81,RU,broken clouds
597,Benoni,-26.1885,28.3208,77.83,81,80,8.68,ZA,moderate rain
598,Chifeng,42.2683,118.9636,24.17,57,7,7.11,CN,clear sky
599,Na Wa,17.4897,104.1006,77.63,39,6,6.26,TH,clear sky
600,Kushuhum,47.7144,35.2092,41.68,93,100,8.95,UA,overcast clouds
601,Karatuzskoye,53.6072,92.8667,-23.04,100,51,0.96,RU,broken clouds
602,Ugep,5.8086,8.0812,99.03,8,98,6.98,NG,overcast clouds
603,Mahon,39.8885,4.2658,57.76,67,75,5.75,ES,broken clouds
604,Coquimbo,-29.9533,-71.3436,64.13,94,100,8.05,CL,light intensity drizzle
605,Salinopolis,-0.6136,-47.3561,79.99,85,90,7.99,BR,overcast clouds
606,Sal Rei,16.1833,-22.9167,82.6,39,100,18.41,CV,overcast clouds
607,Mattru,7.6244,-11.8332,99.5,24,1,4.18,SL,clear sky
608,Aksarka,66.5606,67.7975,13.26,92,100,18.88,RU,overcast clouds
609,Kyzyl-Suu,42.3414,78.0056,18.14,65,100,8.25,KG,overcast clouds
610,Tres Lagoas,-20.7511,-51.6783,85.08,55,97,7.27,BR,overcast clouds
611,Roald,62.5833,6.1333,35.91,86,75,14.97,NO,broken clouds
612,Umm Lajj,25.0213,37.2685,65.3,57,0,15.21,SA,clear sky
613,Hervey Bay,-25.2986,152.8535,68.11,70,0,12.88,AU,clear sky
614,Amuntai,-2.4177,115.2494,73.4,97,100,1.57,ID,overcast clouds
615,Knysna,-34.0363,23.0471,70.18,78,86,3.96,ZA,overcast clouds
616,Baruun-Urt,46.6806,113.2792,-4.56,99,87,4.45,MN,overcast clouds
617,Daru,-9.0763,143.2092,79.95,80,86,11.56,PG,overcast clouds
618,Amapa,1.0,-52.0,80.94,77,100,3.62,BR,overcast clouds
619,Alta Floresta,-9.8756,-56.0861,87.62,62,40,5.75,BR,scattered clouds
620,Mendoza,-32.8908,-68.8272,85.53,37,20,11.5,AR,few clouds
621,Aswan,24.0934,32.907,65.5,24,0,10.36,EG,clear sky
622,Sabang,5.8933,95.3214,82.6,72,100,10.56,ID,overcast clouds
623,Itarema,-2.9248,-39.9167,86.0,60,99,10.18,BR,overcast clouds
624,Kainantu,-6.2887,145.8655,61.74,100,100,0.45,PG,overcast clouds
625,Guerrero Negro,27.9769,-114.0611,62.89,55,0,1.79,MX,clear sky
626,Anadyr,64.75,177.4833,-16.1,76,0,13.42,RU,clear sky
627,Najran,17.4924,44.1277,77.65,21,1,7.76,SA,clear sky
628,Engels,51.5,46.1167,31.57,95,62,6.98,RU,broken clouds
629,Tingo Maria,-9.2895,-76.0088,70.11,100,100,2.3,PE,mist
630,Coihaique,-45.5752,-72.0662,59.61,38,40,8.05,CL,scattered clouds
631,Kastamonu,41.5,33.6667,26.89,89,14,4.16,TR,few clouds
632,Tancanhuitz,21.6,-98.9667,66.42,63,71,3.44,MX,broken clouds
633,Carutapera,-1.195,-46.02,82.11,76,75,7.07,BR,broken clouds
634,Hohhot,40.8106,111.6522,14.29,67,0,4.47,CN,clear sky
635,Todos Santos,23.45,-110.2167,70.75,60,0,0.67,MX,clear sky
636,Amazar,53.858,120.875,-6.18,96,100,3.65,RU,overcast clouds
637,Buckeye,33.3703,-112.5838,69.13,23,1,7.76,US,clear sky
638,Nemuro,43.3236,145.575,23.13,73,38,4.74,JP,scattered clouds
639,Misratah,32.3754,15.0925,58.78,56,2,7.96,LY,clear sky
640,Montepuez,-13.1256,38.9997,70.88,97,100,0.69,MZ,light rain
641,Glinka,54.6404,32.8781,30.56,82,65,11.14,RU,broken clouds
642,Flinders,-34.5833,150.8552,70.21,88,98,5.99,AU,overcast clouds
643,Ambunti,-4.2365,142.8448,74.26,99,100,1.05,PG,very heavy rain
644,Minna,9.6139,6.5569,99.16,6,13,5.32,NG,few clouds
645,Grand Gaube,-20.0064,57.6608,80.38,71,34,1.01,MU,scattered clouds
646,Nellikkuppam,11.7667,79.6833,77.74,74,3,14.61,IN,clear sky
647,Jalu,29.0331,21.5482,58.08,39,2,9.22,LY,clear sky
648,Sobolevo,54.4299,31.8996,33.08,81,100,12.75,RU,overcast clouds
649,Madang,-5.2246,145.7966,76.21,94,100,5.28,PG,overcast clouds
650,Mana,5.6592,-53.7767,83.21,61,35,8.21,GF,scattered clouds
651,El Carrizo,24.0261,-106.8814,68.43,41,2,3.22,MX,clear sky
652,Pointe Michel,15.25,-61.3833,78.93,63,42,18.25,DM,scattered clouds
653,Bereda,43.2686,-7.5406,61.41,72,100,4.72,ES,light rain
654,Asau,46.4333,26.4,47.32,89,15,5.86,RO,few clouds
655,Barmer,25.75,71.3833,65.61,28,0,5.41,IN,clear sky
656,Balykshi,47.0667,51.8667,32.0,100,100,11.18,KZ,mist
657,Qeshm,26.9581,56.2719,66.07,56,0,6.31,IR,clear sky
658,Rancho Palos Verdes,33.7445,-118.387,75.51,34,0,3.0,US,clear sky
659,Liverpool,53.4106,-2.9779,45.77,74,75,25.32,GB,broken clouds
660,Lata,40.1629,-8.3327,66.72,39,100,5.68,PT,overcast clouds
661,Ashqelon,31.6693,34.5715,55.29,68,52,13.2,IL,broken clouds
662,Undory,54.6085,48.3928,19.83,98,98,5.14,RU,overcast clouds
663,Laukaa,58.7372,29.8453,32.5,96,100,10.45,RU,overcast clouds
664,Broome,42.2506,-75.833,41.7,70,100,14.97,US,overcast clouds
665,Puqi,29.7167,113.8833,43.72,91,100,0.76,CN,overcast clouds
666,Zdzieszowice,50.4248,18.1235,49.77,64,67,14.0,PL,broken clouds
667,Bektemir,41.2097,69.3342,41.05,45,0,9.22,UZ,clear sky
668,Marsaxlokk,35.8419,14.5431,60.08,77,0,5.75,MT,clear sky
669,Black River,18.0264,-77.8487,81.99,58,1,4.29,JM,clear sky
670,Jina,45.7833,23.6833,44.06,87,1,4.92,RO,clear sky
671,Kutum,14.2,24.6667,72.32,9,0,10.49,SD,clear sky
672,Le Vauclin,14.5452,-60.8388,82.85,57,20,20.71,MQ,few clouds
673,Minbu,20.1833,94.8833,70.34,29,88,4.07,MM,overcast clouds
674,Jimma,7.6667,36.8333,67.39,56,79,3.44,ET,broken clouds
675,Tarancon,40.0085,-3.0073,60.26,30,40,5.95,ES,scattered clouds
676,Tulagi,-9.0996,160.1476,82.15,76,100,16.31,SB,moderate rain
677,Svetlyy,54.675,20.1347,41.05,85,100,8.01,RU,overcast clouds
678,Cabra,37.4725,-4.4421,67.44,31,11,1.01,ES,few clouds
679,Tezu,27.9167,96.1667,56.86,73,73,4.21,IN,broken clouds
680,Yanam,16.7333,82.2167,69.22,80,16,2.42,IN,few clouds
681,Millbrook,32.4799,-86.3619,60.94,59,0,0.0,US,clear sky
682,Ulverstone,-41.15,146.1667,56.21,72,9,7.78,AU,clear sky
683,Oktyabrskoye,43.0645,44.7417,32.14,93,100,2.24,RU,overcast clouds
684,Mancora,-4.1078,-81.0475,78.55,61,96,4.88,PE,overcast clouds
685,Letnica,51.8981,15.333,51.39,41,89,13.24,PL,overcast clouds
686,Nuevo Laredo,27.4763,-99.5164,58.98,60,67,7.81,MX,broken clouds
687,Camacha,33.0833,-16.3333,63.82,88,40,12.66,PT,scattered clouds
688,Fare,-16.7,-151.0167,80.67,75,58,12.12,PF,light rain
689,Lerwick,60.1545,-1.1494,35.6,58,100,22.21,GB,overcast clouds
690,Mosquera,4.7059,-74.2302,62.69,59,20,4.61,CO,few clouds
691,Mugur-Aksy,50.35,90.5,-19.61,97,96,5.37,RU,overcast clouds
692,Kriel,-26.2739,29.2253,65.95,71,93,10.09,ZA,light rain
693,Bosaso,11.2842,49.1816,75.4,60,96,11.39,SO,overcast clouds
694,Farap,39.1704,63.6116,54.91,39,1,13.8,TM,clear sky
695,Constantine,36.365,6.6147,58.95,40,0,1.77,DZ,clear sky
696,Limbang,4.75,115.0,78.91,96,95,1.57,MY,heavy intensity rain
697,Ponta Delgada,37.7333,-25.6667,63.32,67,75,14.97,PT,broken clouds
698,Tiquicheo,18.8833,-100.7333,79.95,24,4,0.56,MX,clear sky
699,Egvekinot,66.3167,-179.1667,-27.51,90,15,4.7,RU,few clouds
700,Bulungu,-4.55,18.6,81.81,69,37,4.41,CD,light rain
701,Nampula,-15.1165,39.2666,71.83,96,100,0.94,MZ,moderate rain
702,Lienz,46.8289,12.769,40.71,85,7,2.62,AT,clear sky
703,Nishihara,26.1842,127.7558,60.08,67,100,11.5,JP,overcast clouds
